ra,dec
172.0728193,24.2979174
173.842398,23.2275213
174.0277924,23.1908137
174.0136343,23.0461175
173.4385841,22.8795403
173.3876474,23.5642012
173.3513653,23.4879552
173.6563238,23.6007093
173.5336736,23.4180234
173.10514,23.7260455
172.8907936,23.5038299
173.7090098,23.6170601
173.7876652,23.5873865
173.7554535,23.7837664
173.3063041,23.0329103
173.5026631,23.0003466
173.348941,23.097611
173.6548317,23.0679082
173.6227388,22.9404097
169.140148,23.658836
170.1397882,23.5997262
169.2992264,23.5856769
169.03385,23.487629
169.7359729,23.661599
169.5685824,23.7636308
169.5073775,23.2895264
171.7963018,24.104572
171.8186922,23.6324179
171.8107908,23.8727838
171.8059624,23.7696221
171.7161857,23.8864309
170.617236,24.295414
217.9462412,1.6880241
217.795537,1.9477991
218.3707931,2.136201
218.3555526,1.8853264
217.9790618,1.8520843
218.2084256,2.0523882
217.6593031,3.1992438
217.1332344,3.4033282
217.054584,3.79435
216.8898915,3.8550812
216.829192,3.7381274
216.8878288,3.4671806
217.0397,3.5315288
216.9407581,3.5727968
216.8908851,4.0143765
217.415927,3.590972
217.2868438,3.6238137
217.4296193,4.1888763
216.9884346,3.2904174
217.8471891,4.0000535
218.0985165,4.2331066
217.9289904,4.2654518
218.0147621,4.0100533
218.5187123,3.775715
218.1568148,3.4226795
218.4537862,3.2369073
218.4833102,3.1050208
218.3895406,3.2746611
218.5667693,3.4507432
218.0281281,3.6859165
217.8647095,3.4178087
217.9288593,3.5336495
218.2694616,4.1536618
218.4797436,4.2477204
218.611076,3.7095365
218.0605937,2.5412617
218.0133841,2.5254347
217.5793676,3.0194416
217.6851978,3.0157071
217.9329799,2.3848938
217.9081795,2.3284067
217.6974837,2.4080781
217.3792885,2.9010745
217.3315541,2.7656335
217.6413288,2.1938574
219.5696875,2.738068
219.9998856,3.529545
220.1351459,3.559513
219.7535912,3.5174944
220.1634445,3.3806597
220.67749,3.40483
220.0605799,3.2636881
220.1248641,3.2337244
220.3543993,3.2402167
219.9908112,3.1320819
220.2359115,3.1530118
220.0529515,2.7954665
219.393533,2.7731049
219.1023948,2.8726446
219.0394884,3.6094092
219.2121662,3.6211916
219.4843365,3.3878491
219.572963,3.40837
218.8269865,2.6301896
218.8655178,2.3278832
218.7989915,2.2858556
219.0420696,3.3659575
218.7585838,3.2736872
218.8692511,4.4641441
216.4974459,3.2044101
216.08998,2.9547711
216.1880559,3.263265
216.660583,3.513514
216.684114,3.4553922
216.7220485,3.3730541
218.8240733,6.0554528
219.0185627,5.8151736
218.084685,5.213507
218.0676885,5.1787467
218.0645867,6.0389019
218.1733302,5.9843501
218.2506378,5.9237354
217.780857,5.890698
218.0695466,5.5101706
218.1826314,5.5350896
218.4227138,6.06201
220.5703672,3.8124228
219.672037,4.104696
216.2360378,4.5924355
216.6210864,4.0935236
216.9201912,4.5205009
216.7921597,4.7689859
217.0078494,4.4099735
216.7203073,4.5196191
216.865141,4.4753143
216.1368185,4.3615815
216.6145055,4.7042069
216.6980608,4.6996903
216.7704878,4.1872396
216.9164145,4.3372747
216.4228796,3.9873737
216.4757367,4.4463333
218.089739,4.8056882
217.9413131,4.6330904
217.9839874,4.6407767
218.02638,4.7796232
218.3659625,5.1379138
218.6107836,5.1147322
218.4577352,4.9857065
218.3097126,5.0373967
217.1457256,4.4023345
217.6314739,4.8036907
217.7692747,4.8296609
218.4913863,4.3014228
218.1634897,4.6091475
218.0381717,4.3103214
217.7755632,5.0948698
217.909853,5.1422691
217.95027,5.0412452
217.831697,4.3420747
217.831212,4.5473486
181.9015609,-1.5541411
181.2010594,-0.9628999
181.3619679,0.2956893
180.8250473,0.9199118
180.7036722,0.6914826
181.0522271,0.8025912
181.2608776,1.1765653
180.8682038,0.0601393
181.5899748,0.9480753
181.7832089,0.1564981
181.5992323,-0.0343029
181.6028173,-0.683469
182.2699937,-0.5682022
180.9702004,-0.1893823
183.5192121,0.4463785
184.0864632,0.4307829
182.4768873,-0.918167
183.0235378,0.0681762
183.341011,0.244881
183.0613748,0.0722935
182.7219007,-0.4148536
183.0227082,-0.1041646
182.7870245,-0.7183351
182.8810893,0.228812
180.0336439,0.6738536
180.0698309,0.4050808
179.9983749,-0.2909462
182.1666407,2.6881838
183.2727365,2.509236
183.2870135,2.4636576
183.7560997,1.6908258
180.5855276,1.1985073
182.1843999,2.1078352
182.1302087,1.9094347
181.0082069,1.4448726
181.3339977,1.7787274
181.076105,1.6999349
182.1781697,1.4563644
181.1866606,2.4858778
226.448023,20.8267137
226.6867965,20.2030696
225.959085,20.2076925
225.9296236,20.4867586
226.2707007,22.3947479
228.1953798,20.846421
227.9308423,21.0177693
228.5009799,21.213532
228.1838081,20.6430446
228.0007199,21.849563
227.6812515,22.8255267
228.1370284,23.3062152
224.5789838,22.1171018
225.1714391,22.0991067
225.025334,22.1086589
227.0675867,24.3007353
228.5054978,24.1795323
228.6526527,24.1998228
227.8425602,24.7987366
228.9103387,22.6815194
228.6708842,23.1035456
229.2642692,23.4642019
225.1692712,22.9130919
225.3109255,23.0752934
227.1712021,23.9153982
225.6317577,23.3696804
227.107625,23.4808825
224.8976185,23.7989142
226.003109,24.1048627
148.5701252,10.5825978
148.2997554,10.4160559
149.5294889,11.228548
149.431547,11.36641
150.1333947,11.1316558
149.6040181,10.5673461
149.368893,10.962641
150.036973,11.365315
149.782779,11.386886
150.04111,11.43571
149.687303,11.513656
150.4447999,11.6808549
150.5353845,11.9534634
150.9828648,11.2418092
150.9434187,11.2855777
150.6818347,11.6204823
150.4511012,11.4208145
150.9538183,11.1985092
147.7258264,10.6677275
147.7095517,9.8768748
149.978984,12.605515
149.1681876,12.6472274
149.7496458,13.0523471
149.7777377,13.0264242
149.5132858,13.425718
148.985589,13.2348638
149.0795998,13.2188527
151.7496596,12.4000724
147.6890907,11.357279
149.512002,11.69809
148.927522,12.589249
109.57003,44.26688
157.552651,-0.8434
157.3805945,-0.47272
157.2343605,-0.0339298
157.8294291,-0.8684482
157.2292077,-0.9149632
156.3339372,1.7520502
156.0433701,1.7108772
156.1118646,1.2694404
156.3116302,1.3235024
156.0689003,1.4433655
156.8851044,1.8699975
156.3242048,1.5437259
156.7884084,1.6054181
156.3013892,1.5829824
156.6431586,1.4926688
156.6558279,1.4577007
156.4445814,1.8350618
157.0279464,0.3877311
157.5068819,0.5513644
157.4587792,0.6355705
157.485616,0.7589832
157.632145,0.8012414
157.509942,0.8739667
157.4801954,0.4311012
157.4615772,0.3032659
157.3947632,0.626943
157.2786285,0.78487
156.4746343,0.6351392
156.7288119,0.0566719
156.6137388,0.5342339
158.767239,0.561492
158.9731043,1.1958141
159.0870769,1.1678541
159.5442051,0.9873088
159.5345865,1.2056757
159.6040443,1.1138515
159.791727,0.7036805
159.4417866,0.7616616
159.6221282,0.9269792
159.1946079,0.9089813
159.3603805,0.4888428
158.3773484,-0.2560507
158.1304528,-0.1065817
158.5163093,0.0565981
159.1672105,0.0440496
158.0242605,0.6298837
158.4778425,1.3103109
158.6529203,1.4304376
158.3355558,0.3700147
157.7374597,0.7469685
157.8399201,0.231125
157.9121391,0.1239953
158.1565532,1.0405867
157.9537638,1.1229437
158.3282542,1.0585422
158.2079831,1.7340395
158.1399173,1.7107341
158.088391,1.6584352
158.234986,2.30966
157.8595881,2.5922299
158.086145,2.5619481
158.4915925,1.8857792
158.1083541,2.2601052
157.8218207,2.0353146
158.537335,2.1294115
158.0390866,1.861011
158.1645865,1.7687293
158.552804,1.688054
158.706189,1.625335
155.5713,1.548609
155.5370922,0.4519735
155.6119015,1.1493456
155.2971929,1.0812527
155.3889516,1.0626735
156.2023993,0.5939058
155.931437,0.8247449
156.8618361,3.529085
158.1303537,3.8399297
158.0002754,3.7549573
157.9898588,3.267138
157.14219,3.024627
157.9466608,3.4222469
157.742025,3.5365969
157.9727227,3.5519929
157.741729,3.608004
157.1072079,3.6888378
157.408876,3.78722
157.4607336,3.9628538
157.1363623,3.7848122
157.063515,3.681134
157.1174,3.766567
156.9840975,3.7343745
156.9244977,3.6795738
157.4875431,3.9115081
157.551478,3.904782
158.7851918,2.9890604
158.5653443,3.3733466
159.250903,2.829615
158.2838074,3.1157411
159.046782,2.6735555
159.1627067,3.2124483
159.529246,2.833302
158.637162,3.5850554
158.6811817,3.6098138
159.6408393,2.011119
159.6606874,1.8608855
159.7473298,1.6260187
159.3822717,2.1377914
159.1784271,1.8973942
158.9845907,1.8926382
157.0655358,2.4689301
157.4271648,2.8964662
157.7768951,2.9838185
157.6322689,2.9586661
157.6820731,2.7379599
157.4685877,2.1923575
157.6665046,2.4279799
156.962474,2.819513
156.828145,2.76986
156.9801934,2.9883902
157.1398784,2.9645449
157.03964,2.17882
156.7560858,2.1180731
155.9107372,2.9501244
156.058436,2.82404
156.9971856,3.0240518
156.8274606,3.5231866
156.5429927,3.3530146
156.4151138,3.1342352
156.1643315,3.176838
156.0868646,2.8480973
202.3331443,-3.6951212
201.138733,-2.938977
201.063084,-3.412947
201.454448,-1.972736
201.299448,-1.719032
200.9066705,-1.2161384
201.0432441,-1.0302374
201.1920368,-1.4279765
201.6864656,-1.5108336
201.8348608,-0.985195
202.4438009,-1.9442583
202.6593977,-1.8433729
202.700511,-1.867116
202.3841521,-1.5269153
202.1008318,-1.9472146
202.143199,-1.325847
202.0450731,-1.4956798
202.773564,-0.963924
202.5736297,-2.7914407
201.8518643,-2.5570902
202.1357613,-2.5559575
201.6990733,-2.0193333
201.8374766,-2.2191954
202.4309499,-2.1249464
202.4457096,-2.5157628
202.1512701,-2.2572025
200.4682805,-1.5293342
200.325033,-1.534639
200.1332,-1.531143
200.117233,-1.467542
200.753774,-1.804215
200.9455998,-1.9305465
200.7223973,-1.6194409
204.7320333,-0.8020033
203.9812032,-0.2414203
204.058654,-1.03815
199.9842677,-1.3659798
200.6319572,-1.1244949
200.3016874,-0.684274
199.956466,-0.726213
200.479968,-0.3136222
200.696245,-0.4002516
200.2913094,-1.2016822
199.8929804,-0.8585155
202.5580816,-0.6479255
201.5545551,-0.1803511
202.1526607,0.0992909
201.7692232,-0.4944984
226.0994013,-2.8837787
228.4686666,-2.7500196
227.4107053,-2.9436878
227.091345,-1.5565915
123.13435,15.724073
125.19186,16.645917
125.99829,15.848353
126.05961,17.331947
126.86135,15.999733
123.25134,17.776033
152.714199,11.5600128
152.5369028,11.4757832
153.2606104,11.5836773
152.880657,11.6187776
153.0414512,10.8782865
152.4239105,11.123813
152.274117,11.087462
152.4796402,11.6374711
151.4932099,11.5324543
152.0327418,11.1855105
152.4584695,12.8766029
151.7655863,13.5370394
151.612001,13.255117
151.522831,13.759389
151.62157,13.9026916
152.2312775,13.2209871
152.0142642,13.2152455
152.4662474,13.6318458
152.4674115,12.9305939
152.375629,13.1897254
152.6482984,13.3491008
153.3197603,13.4672682
153.423937,13.3564243
153.047823,12.0479203
152.5438283,12.3719343
152.6122119,11.9537519
152.6039591,11.9883234
153.119327,12.52963
153.1609771,12.5895041
152.9957743,12.4280226
153.1929234,12.5255854
153.2436068,12.7017957
154.4480257,12.574461
154.36539,12.396173
154.726737,13.159755
154.438952,13.0298633
154.6325187,13.1588968
155.1128974,12.3891474
154.9759532,13.0604662
155.3008858,12.7209385
154.6250072,12.3030592
153.8779884,11.7060302
153.6915506,11.8215783
153.5046877,11.6257555
154.3658822,12.0427651
155.1305429,12.2460179
153.7521919,11.3312166
154.4860804,12.2671596
154.6572743,12.1791292
153.7000507,12.6699647
153.758531,12.615476
154.005699,12.9352587
153.7132964,12.4990019
153.4357439,12.8863423
153.4938617,12.3776939
153.4930184,12.4179466
153.643453,12.9990492
153.7237737,13.0712211
153.7652172,13.5643605
153.796383,13.4896697
153.5939078,14.5895421
153.250609,14.682435
154.3013645,13.8527656
154.1603776,13.8522083
154.2449134,13.7257756
153.5532009,14.1855889
154.1591733,13.493721
154.0537215,13.4233449
150.9398806,13.1328884
150.949275,12.471972
150.6258303,12.9325151
150.8284181,12.234169
151.4650718,12.7697313
152.5338351,15.6816982
153.0404703,15.6497855
154.3124076,15.062331
153.7057756,15.2364966
153.745999,15.2128065
153.5121472,15.271962
153.643744,15.451537
153.8155002,15.5385682
155.114667,13.9250393
155.2025599,13.8729465
155.2446309,13.7584567
155.344618,13.63911
154.5437295,13.4988622
154.7730515,14.4047488
154.1847399,14.258452
154.944326,14.380163
154.596595,13.745518
154.24198,14.106397
151.269726,14.071646
151.282961,14.100992
150.903145,13.960374
152.3937891,14.317601
151.718097,14.0046421
151.7950619,14.200484
152.917381,14.114911
152.8208774,14.4880646
152.3780167,14.0823545
152.3225967,14.1799629
151.8773395,15.0142026
152.2709442,15.1422203
152.3294881,15.027999
151.5562737,14.7017569
192.5033848,0.9751589
192.789254,1.269103
192.7412931,1.1513466
193.4650798,1.3686008
193.3028457,1.5808406
191.6865531,1.4643012
191.340533,1.574369
190.7860155,1.7288389
191.1946418,1.546699
191.3340012,1.8108731
191.4199625,1.8581144
192.094512,2.7542158
191.864157,3.592347
193.11385,3.3982143
193.2950708,2.5380915
192.7211007,2.5961165
192.409224,2.755639
192.7246468,3.1694916
193.142708,3.4754034
193.4291548,3.0758417
193.0403571,2.2661161
193.1570062,2.0750981
193.1619565,1.9388918
192.8882236,2.2160287
192.1721479,2.0964226
192.043528,2.025192
191.8720633,2.0644493
192.412228,1.539187
194.576335,2.4652553
194.69038,2.6836824
194.4312098,2.604268
194.2950783,1.7342538
193.922319,1.767194
194.1896564,1.7007915
194.054276,1.600129
194.4728142,2.0494097
194.751549,1.867325
194.2668017,1.1106288
194.1163285,1.0309232
193.687742,2.3476729
193.760501,2.409882
193.613894,2.349849
194.260183,3.0988533
194.358621,3.059004
194.1526,3.0365745
193.873154,1.9916
194.1352585,2.3817255
193.4804793,2.0225396
193.7556103,2.8101159
193.7635993,3.2619165
193.8256713,3.2982576
193.7026443,3.295925
193.683765,4.028602
193.5215197,3.9232311
193.739155,3.835428
193.271361,4.508917
193.3180711,4.1162679
193.3081552,4.1821349
193.2571918,4.1150415
194.2835951,3.4234132
193.3285379,3.7255448
193.5479177,3.4482738
193.6086641,3.6177778
193.90692,3.301783
194.2085007,3.3627126
190.9623198,2.4726644
191.1272958,2.1833749
190.8613412,2.3142376
191.0346253,2.2259955
190.6584703,2.776674
190.710394,2.680964
190.454116,2.741918
190.7981217,2.8534972
190.9051585,1.9832874
190.8898514,1.8103706
191.0358313,1.87146
190.9374108,1.9096542
191.2489264,2.8543927
193.1328081,4.666159
193.1180253,4.6127731
192.484,5.312554
192.3074318,5.3251572
192.2993514,5.2286544
193.0258267,4.594945
190.5320946,3.2124712
191.2710628,3.0767345
191.2945572,3.8251332
191.0106388,3.0997326
193.0848936,4.546388
192.8320242,4.5473999
193.1249449,3.9676941
192.7411537,3.7765879
192.6199924,4.3691087
191.1600831,4.6703328
191.04602,4.5159082
191.5733302,5.0397821
239.883819,48.951687
239.6136021,49.1126049
239.5632354,48.187291
238.5778595,48.5538664
238.8296211,50.3324914
238.1238092,50.0853002
237.8659591,50.4290392
238.3674515,50.7626727
238.4052836,50.8828402
238.3049862,49.7637762
243.646666,50.4772419
242.9041895,49.2751964
241.680642,48.72351
241.758234,50.5304807
240.8492531,51.4617964
241.748692,51.152323
241.5769379,51.5442178
240.8019182,51.1379823
236.7608563,50.3453647
236.7568516,50.2139925
236.2961782,50.6030117
237.3299068,49.7858907
239.3115989,52.5284397
241.0816235,52.9718616
239.5606125,52.1718411
239.8848369,53.0865041
240.6708673,52.2408134
243.4277379,51.1447403
241.9117773,51.5812828
241.8254694,51.4002059
242.9327634,51.6512832
242.3400649,50.7880527
237.0933641,50.7152948
236.6544583,50.934029
237.55176,52.0590741
107.44649,29.220833
163.0520657,-0.6150508
162.7279612,-0.9708825
162.5471497,-1.0020565
162.885166,0.393021
162.9397269,0.3480426
162.653386,0.3712021
162.606419,-0.336158
162.1646703,0.3288018
161.9966425,0.2951443
161.9673848,0.4781639
161.9701115,0.2159907
161.7399595,0.4038229
161.6860363,0.305289
162.0579392,-0.1474616
162.19182,0.158935
162.1189044,0.1523885
162.1900396,-0.0085194
162.3153197,-0.0524204
162.439514,0.233312
162.3446098,0.394502
162.3062786,0.2466196
162.167039,-0.525249
162.2433374,-0.4458902
163.871962,-0.362379
162.9865533,-0.1814889
162.9046459,-0.1665834
163.813273,-0.935674
164.27892,-0.6958859
163.0337747,0.3211127
164.5491389,-1.915163
164.41965,-1.164756
162.269811,-0.668747
162.5278648,-0.5295812
162.3886257,-0.6141172
161.3620657,-1.1974609
161.4871696,-0.8792575
162.4063775,-0.9071183
162.5437042,-0.9666581
161.4291092,-0.5932124
161.9028376,-1.1851289
161.7428314,-0.691714
161.0547863,-0.25132
160.6969094,-0.6232575
160.7347603,-0.7271797
161.5824202,-0.4106844
161.4003521,-0.4673611
161.1693468,-0.3289979
161.395036,-0.42575
161.2784639,-0.4630887
160.936366,-0.4213344
160.6682817,-0.1594552
160.4302131,-0.3354695
161.1655365,0.2669916
191.7705783,11.5574527
191.847429,11.3331452
191.9116462,11.5726248
191.5005693,11.4876552
191.7354437,11.9427597
192.1243891,11.5742941
192.221371,11.7028531
192.6275566,11.6678228
192.4601745,12.057636
192.405123,11.810518
192.4192111,11.8792459
192.1165324,11.813377
192.0626059,11.3569701
191.4239532,11.2051423
191.7056824,11.1160557
190.7253938,12.0028189
190.4523378,11.9335379
190.6125126,12.1270672
191.4469748,11.9316641
191.633098,11.884489
191.6107846,11.9908623
191.5380189,11.7721545
190.6934467,11.813688
190.8177616,11.8170059
190.8765764,11.8301279
190.8511371,11.7465638
189.9415958,12.2854356
189.961354,12.1967678
190.3893295,12.4125322
190.630823,12.193936
190.2550628,12.3182789
190.4165641,12.2123996
190.8770521,11.5896248
191.1778385,12.006577
190.7900448,13.5490412
190.7117651,13.3312627
190.9055696,13.2732827
190.786655,13.898309
191.2976433,13.4723034
191.3226205,13.2247834
191.0174503,13.8017942
190.7644858,13.0326993
190.8996567,12.8660934
192.3726171,13.1501989
192.4172413,13.3827574
192.2916234,13.3522199
191.9253101,13.1406897
191.5413908,13.4310677
191.7524758,13.3431931
192.0226236,14.0571405
191.5125585,12.7298677
191.3737992,12.6757581
192.2530907,12.596255
192.2966336,12.9467261
192.1000628,12.8409236
192.1738666,12.8725874
192.0303432,12.7457188
191.9837244,12.8627436
191.1511777,12.6972141
191.0695453,12.5408167
191.4391492,12.1184576
191.3491535,12.2126891
191.1786438,12.4209458
193.6025921,12.8015474
194.0299452,13.5654003
193.774384,13.480586
194.1222634,13.1285341
193.6876479,13.0558582
192.9668139,12.9432337
192.9396272,13.5355722
193.2525593,13.5409657
193.400647,13.3876992
193.3608922,13.4727477
193.1040468,12.7595168
193.3677211,12.9941264
192.47858,12.914089
192.5563689,13.042478
192.647843,12.4288828
192.6881649,13.0425251
192.980777,13.73331
193.3230159,13.9173582
193.14734,13.884459
192.6629089,14.2114568
192.4626513,14.3316421
193.161135,14.1526191
190.0772652,13.391282
190.1252112,13.3531384
190.3669492,12.3789882
190.3717337,12.7661317
190.2126566,13.0640316
190.1099714,12.4446297
190.3365715,13.2081466
191.43176,15.610229
193.077812,15.498224
194.271704,13.961279
194.540025,13.695136
190.254479,13.5446626
190.6222857,14.3370313
189.58848,14.114354
189.9511461,13.7266967
190.0533317,13.4840198
190.519469,15.151603
228.1735894,34.2635537
227.4803615,35.1771848
227.994447,34.870114
228.508665,34.9599271
228.3370402,34.6718399
228.5959031,34.801982
228.6213879,34.7940906
228.1250288,35.2378604
228.1031945,35.2242947
227.9715737,35.2708864
227.6907907,35.0020425
227.3246476,34.530601
226.0403204,35.2491368
226.0546928,35.2046049
227.1935097,35.0003496
226.9132531,34.6078397
226.74163,34.702193
226.4170787,35.0993497
225.7394053,35.4327226
225.9216038,35.6100974
226.0020768,35.4427505
226.24147,35.540441
226.1259401,34.8438304
226.8186277,35.1537788
227.2519601,36.1910564
227.4073434,36.3259584
227.002064,36.154355
226.8394331,36.3330806
226.7507216,36.2345181
226.9593843,36.2878881
226.3637492,36.8814045
226.1605942,36.880995
226.2690178,36.9086548
226.421352,36.496556
226.2401015,36.6357599
226.3586885,36.7777201
226.571089,37.372721
226.4469386,37.1641475
227.1898696,37.3349285
226.7369618,36.8727831
226.5744446,36.8518662
226.7617996,36.9636388
226.9329774,36.6817512
227.1388311,36.6152258
226.9308889,36.5983122
226.9430455,37.0101586
226.8515541,36.9852281
226.9209176,37.1675525
226.9646108,37.0806546
226.74569,37.138456
226.4007353,36.0809081
227.755702,37.3445062
227.5909272,37.2100506
227.8344497,37.2959074
227.816593,37.0661546
227.6102891,37.2900549
227.7935227,37.2267866
227.935389,37.2860253
228.4950513,37.0081429
228.2902155,37.0814307
228.0499541,37.0362149
228.5640006,36.963065
228.6352741,36.9754137
228.1094398,36.1356937
228.2589898,36.4078205
228.2908192,36.1970404
228.305796,36.3381166
228.6604855,36.4390974
228.3807576,36.4315358
228.4235917,36.5058563
228.6043739,36.5549511
228.5623888,36.5963038
227.4886422,36.356782
227.8752904,36.2342195
227.4392205,36.3703922
227.7644555,36.3217736
227.8668942,36.2992368
227.8446822,36.4001263
227.3414358,36.6501413
227.5614267,36.7115775
227.3803682,36.8075001
227.3092909,36.6885038
227.6408681,36.7836828
227.4587996,36.6995609
227.4838373,36.8330278
227.816429,36.6357373
227.509899,36.6401874
227.2794316,36.5952426
227.7024745,36.8520406
227.9675197,37.2447562
228.0527725,37.163638
228.7622189,36.8492467
228.0085956,35.3263693
227.2484388,36.1233382
227.077851,36.0618221
227.138988,35.912018
227.570787,35.3611661
227.3038219,35.566007
227.4241449,35.4445459
228.1692021,36.1049855
228.0036456,35.5067007
228.1656297,35.6101654
227.7185205,35.9116969
227.650151,35.864214
227.6660319,35.8713598
227.9546725,35.875504
227.5576645,36.0424309
226.6621612,35.9937688
226.9331031,36.0020081
226.4594057,36.0492622
227.3118891,35.3706467
227.3033083,35.3240217
227.1899267,35.674522
226.8708016,35.707722
227.2462784,35.7852901
229.8749923,35.6821947
230.1731117,36.6356822
229.9965137,36.6223221
230.63041,36.648175
229.8461969,36.2256837
230.6687644,35.5432697
230.6267535,36.3207571
230.8700853,36.2673007
230.2569311,36.13028
230.3203926,36.0134649
229.825392,36.1718099
229.793504,36.108184
228.8444293,36.5429425
229.2678079,36.2003641
229.382286,36.4226968
229.2158535,36.289391
229.3201915,36.5467555
229.3876411,36.5883379
228.7840687,35.6232079
228.9013141,35.5679541
229.414875,35.9029294
228.374463,36.078768
228.6056915,36.2655532
228.44664,36.1054327
228.7116161,35.595247
228.4918111,35.7028504
228.4484847,35.6283991
228.4352501,35.8192145
228.5670673,35.6425032
228.5161989,35.4063333
228.8397122,35.4388411
228.8038146,36.3713135
228.7770611,36.43353
229.0365084,36.5205035
228.9469622,36.4356644
229.1805733,36.9163465
228.9357716,37.3739624
229.1025383,37.4582156
228.9880474,37.3016536
228.8239748,38.0883493
228.966733,38.081294
228.437889,38.005672
229.2268422,37.1240085
229.7258259,37.1104706
228.5607,37.3954603
228.4930359,37.5920572
228.7532211,37.5187565
229.5449503,37.250107
228.8178848,37.1723956
228.7388628,37.2597668
228.8272107,37.2075338
229.8127241,36.7014095
225.649095,35.725927
225.9069098,35.9470101
225.9159636,35.8365626
225.766936,36.0370965
225.577386,36.2224375
225.3112793,35.9962248
225.5805277,36.0286964
225.1720655,36.3632437
225.2040813,36.260027
225.4819283,36.2870308
225.291113,36.7584907
226.1570561,35.9775819
226.0589441,35.9302508
225.5582176,35.8378108
227.6483807,39.1567033
227.610251,38.9521559
227.3683213,38.9244935
228.1615267,38.7842414
228.1025252,38.7667924
227.814772,38.7629463
228.1166679,39.1562935
228.1890238,39.1999148
229.7943346,38.2471752
229.2799937,38.2071028
230.2456555,38.1245582
228.9956851,38.5017729
230.1443148,37.8788844
230.5077724,37.9922044
231.033693,36.9723839
230.66682,36.980774
230.3290854,36.8304698
230.3180767,37.7573922
230.4404359,37.3710035
230.398092,37.4033556
230.2083198,37.3421861
229.9689222,37.785448
230.5186251,37.7120719
230.8120406,37.6120388
230.2754621,36.9426755
230.1798692,37.0359952
230.0929015,37.118833
229.954025,37.1870422
229.9654381,37.11959
226.0322208,37.0875948
226.345511,37.5868905
226.291838,37.615183
225.4364329,37.6163084
225.687712,37.5664227
225.9423022,37.7619253
225.7611687,37.6588336
225.6718063,37.6799942
225.9125833,37.6330515
225.8512416,37.6283836
225.8695416,37.757373
225.8100548,37.6009501
225.9888173,37.2094621
225.936308,37.332609
226.1053427,37.4524932
226.1887621,37.1904487
225.9461043,37.3702357
225.4902508,37.1459047
225.6162144,37.4567157
225.6492391,37.1921026
225.638142,37.5289697
225.7685852,37.3693734
224.9978087,37.071137
225.0598463,37.1581461
227.5260016,37.7672656
226.7710535,37.7278948
226.549912,37.5436735
227.335886,37.81388
227.0568722,37.8987707
226.8770475,37.7534719
226.9750495,37.9178755
227.2022498,37.9859128
228.3233332,37.4819439
228.0081504,37.4296989
228.179139,37.6018235
227.3413992,38.0089031
227.9111078,37.398217
227.5957886,38.266089
227.6806033,38.0931045
227.4971912,38.0992927
227.2274286,37.5548563
227.3461749,37.6584876
227.373956,37.3852191
226.4461488,38.7275192
226.0317704,37.8690269
226.754462,38.0861082
226.883545,38.3343707
226.4461682,38.157783
226.264812,38.3448715
110.44927,43.04465
112.38841,44.124158
110.90753,43.966975
112.82281,45.467711
134.881868,45.686083
133.9993062,46.0763689
134.3447954,46.2702166
134.3412844,46.1699514
134.9006531,46.1379527
134.8578145,46.0720596
135.4566826,46.1932042
135.2297098,46.4521798
134.5551513,46.2713142
134.5773912,46.5046134
134.6956208,46.3416706
134.5814717,45.7697608
134.629411,45.6895434
134.0397591,45.8118789
133.8190208,45.7991972
132.7923928,46.5133718
132.4923458,46.4772558
134.0510102,46.3984182
132.5315904,46.3501411
133.2994996,45.9405237
133.0495631,46.4504483
131.7614116,46.669338
132.2729905,46.7298052
133.4159675,46.665967
133.1740546,46.5544973
133.8299368,47.4853373
134.054259,47.624269
133.9951669,47.5838505
132.61477,48.216309
132.8165664,47.9396122
132.8443899,47.7527883
133.2391944,47.8317487
132.7226006,47.897647
132.936691,48.493663
132.977526,48.575059
133.8934902,48.5969305
134.0308955,48.4164583
133.6382192,48.4919346
134.002171,48.5397901
133.3264814,48.2076595
133.8912196,47.846092
133.5871533,47.8972392
133.595436,48.2721491
132.9423594,47.6338361
132.8857547,47.4840697
132.666344,47.6760828
134.1927004,48.2482052
134.1454134,48.2741157
134.1401162,48.4970462
134.7782556,48.3653991
134.3488746,48.5285732
134.5332594,48.4571261
134.5584878,48.4477595
135.263485,48.3531361
134.9427071,48.3618353
134.9401068,48.3232606
134.7650765,47.6712608
135.3226109,47.4594093
135.3854087,47.5634404
135.0702734,47.4202078
134.8823788,47.6936118
134.9424602,47.7020685
135.202383,47.613478
135.6191118,47.7368119
135.0295193,47.8684674
135.4945776,47.8505189
134.3902977,47.6556619
133.8462324,48.0970344
134.255591,48.075806
134.0334324,48.155138
134.2306039,47.9585283
134.3672705,47.9812617
134.5515981,48.1414995
133.9592123,47.8749639
134.5779065,47.7269619
134.4298353,47.7159121
134.7110405,48.294468
134.9758959,48.6192568
134.8873978,48.5958437
134.2688335,47.0058232
134.5493361,47.0511796
134.4097921,46.872822
134.616362,47.0023109
134.0865057,46.9298916
134.1591647,47.2768369
134.1755377,47.4158737
134.3562335,47.1796665
133.2334754,47.2945961
133.3673081,47.1950878
133.9285133,46.579098
133.931434,46.9599485
137.383422,47.7918575
137.8082123,47.9728833
137.7157423,46.8664963
137.7757228,47.2828461
137.6278506,47.2574649
136.505522,47.145914
136.793884,47.2483493
136.7054068,46.6194218
137.4587994,46.3686311
136.1543965,46.7075204
136.407952,46.5354245
136.4130584,46.5612214
