ra,dec
173.8576939,21.4845351
172.898147,20.688961
172.6205396,22.1563217
172.1719481,21.8470683
172.1542173,21.3858627
172.0714733,22.2832122
172.5747461,22.2804136
171.9539671,23.5841509
169.2992216,22.5037589
172.2884871,24.33928
174.2118753,22.7196215
173.3420746,23.670577
171.8659034,23.9988184
170.2939498,23.3929451
171.0064688,24.0715311
171.3261898,24.0527161
170.4636032,24.6080946
170.60981,24.299203
198.8845082,17.5563513
196.8640354,17.7927694
198.1333646,19.2119722
197.8055161,18.7846913
198.8074903,19.599063
199.2684818,18.7372622
199.8986608,18.04289
199.8968653,20.1384026
198.9759053,20.7032231
200.0173165,21.1445076
200.8842935,19.160034
201.3113374,19.7369692
197.4564256,19.6467106
198.115691,21.367576
219.6009004,16.636392
218.767691,16.114791
217.9692739,16.5217546
219.7280919,17.7278475
219.9958425,18.1118509
219.8212623,17.4973577
219.8423054,17.6863684
218.6786948,17.3651675
220.91439,17.4206834
220.606771,19.1198285
217.6754075,17.8181492
219.4722314,19.8823963
219.9853351,20.2803101
219.3687022,20.6535296
219.306831,19.421982
219.1747066,19.8801392
179.117242,55.1252338
202.0093724,19.4120532
203.9808166,19.3888114
201.9941053,20.1933173
202.0092509,19.843852
153.6190197,-1.2900946
154.4795691,-1.3814458
154.1490094,-1.2596108
154.1203989,-1.340207
153.6804058,-2.0247504
153.8292191,-1.6208492
153.5280454,-1.6147918
153.5651695,-1.6227084
153.795419,-1.6804319
154.2339748,-2.2833179
153.3253198,-2.5753912
155.8398609,-2.0202509
155.9332118,-2.0407583
154.8135398,-3.3974573
155.076387,-3.2141994
155.1069677,-1.9951924
155.134832,-2.0425565
154.7585915,-2.8195032
155.1118692,-2.3140061
154.5431072,-2.3634811
154.4396445,-2.1769707
154.4373922,-2.3697005
154.6080067,-3.0231692
154.9240161,-2.0865205
155.2576069,-1.3477894
154.7325546,-1.0882731
152.2857936,-2.4588022
152.3883369,-2.5055652
151.6310994,-2.0141554
151.7072456,-1.6507107
152.5356155,-2.5647489
152.4974289,-2.5402611
153.8452733,0.5492594
155.5547974,-1.3282535
153.1170937,-0.7098536
153.4819397,-0.8861639
153.4961219,-0.0815811
152.9814378,-0.1527147
186.1250174,46.0197752
184.6755051,48.5815668
185.6032298,50.6186066
184.0487947,47.8832447
59.768755,33.98227
60.771195,35.095937
131.097126,19.4684631
132.0273423,19.7066879
131.2602203,22.6033278
130.8727843,22.7108993
162.3601737,21.7829209
162.2882337,21.6756474
162.109724,21.813359
162.272407,22.151052
162.4674292,22.6545132
163.8024592,23.6179564
164.0739055,23.7089749
163.6532302,22.2443115
164.647113,20.8054044
165.1576017,23.0524302
164.6106995,22.1536015
164.8018735,21.9778139
164.3371854,21.8024497
164.4360584,24.1950924
161.735326,22.729595
162.1648529,22.2192862
162.1348609,22.4320002
161.9161423,23.2418989
162.3770425,24.0621964
207.7816289,25.2943617
208.4113825,25.1113784
208.9446298,25.3741487
207.1462218,25.6636701
108.90304,38.572131
108.01358,39.110056
107.28734,39.666117
109.64792,40.305611
109.78628,40.561611
109.83953,40.221697
111.59798,40.659921
112.10187,39.679868
110.65334,38.840722
111.25517,40.585194
110.61397,41.499953
110.47475,42.230267
110.40629,42.150448
110.47844,41.328666
109.44071,42.69435
112.16545,42.128114
149.9542227,2.9212219
149.7912365,3.5990224
150.1885875,3.4628777
151.0526729,3.5661044
150.9287065,3.7743167
151.3511191,2.6412416
151.2012417,2.7635785
151.2526561,2.9517492
150.9357466,2.700314
150.4863474,3.1270192
150.7821383,3.0294875
150.8423129,2.9641204
151.3407558,3.7384527
151.204791,3.5693497
151.6676846,3.140094
151.0276922,1.8694832
151.2376312,1.8342489
150.4738665,2.3759056
150.6623169,2.4304674
151.161785,2.246682
151.108273,2.015655
150.9554098,2.271346
150.0181455,2.4307395
150.2300603,2.3955122
152.6315191,2.4178281
152.848111,3.134414
153.1225164,2.9654076
152.5962417,2.7078813
152.5783524,2.6502323
152.6633963,2.6659223
153.1852603,2.3452568
153.2754971,2.8191222
153.314413,2.483303
152.8864743,2.6769247
152.7649004,2.5284951
152.9940473,2.6522191
152.8748625,2.0798012
152.5940031,2.0128941
152.1471139,1.7269435
152.446734,1.198533
152.294506,3.082602
151.3699148,2.3656283
152.0096211,4.0891677
151.818629,4.372294
151.4530922,4.5379532
151.7364746,4.4324947
149.1527942,2.87871
149.100769,2.86727
149.2341365,2.3447089
149.1679147,2.7507951
149.2785843,2.6511361
148.720134,3.1848928
148.7874152,2.3299756
149.0401937,2.2467568
149.3983941,2.5825272
149.3262767,3.1447259
150.3235539,5.5662555
150.9624533,5.3461327
151.075281,5.6174064
153.442443,3.41972
152.9468716,3.2022243
152.8059733,3.2479534
152.6531278,3.3697614
148.9500255,3.4555094
149.8989075,4.0995694
149.192949,3.3856348
149.9430987,4.0003878
149.85012,3.893647
149.7556598,4.8469811
149.2730288,4.8519627
184.5260181,3.703243
185.1576582,3.8488115
184.3632521,3.5379569
183.2746859,4.3013382
184.3240857,4.00208
183.8518282,3.5819943
183.4432593,4.5609463
184.0349933,4.3631183
183.6771126,5.4708133
184.0687046,5.7534107
184.0758566,5.6581848
184.2300068,5.4143489
184.3971084,5.8680427
184.7286,6.132419
185.1897029,5.96378
185.3770044,5.1434064
185.1760276,5.1760989
185.3132318,5.5170899
184.6488652,5.282314
184.6974128,5.1142215
184.718165,5.245667
184.7221067,5.6452517
184.4731466,5.4114487
185.3405702,6.1584593
184.5817269,4.9350688
184.5342248,4.7875889
184.6113209,4.1817301
185.0961881,4.7780535
185.1271926,4.4971233
184.6654454,5.0003885
183.9707338,4.782113
187.3533821,5.3439916
187.0557237,5.0003924
186.058414,3.726135
186.0909924,5.0791123
185.3622007,4.8772051
185.5683099,7.1403559
185.4049176,6.5059015
182.9555019,5.3842959
182.9629253,5.2671857
182.5829331,5.3736175
185.4312841,7.8493676
184.8804523,7.8207687
185.282807,7.8917995
187.302042,6.2726599
187.14643,5.581231
186.9580346,5.9974664
186.3220167,6.3529038
183.2797347,5.8247036
182.9632607,5.8617429
182.8086694,6.1427446
184.4678034,6.6825975
214.2899691,17.1169181
214.8925746,18.6076277
214.2854633,18.1279827
215.4809129,19.0084974
216.1873014,19.5054958
212.654106,18.938628
214.3245616,20.6842015
215.9177311,20.6897306
215.9123536,20.626305
216.5431046,20.5649713
214.9579462,19.8744921
98.754162,38.848687
123.5142741,41.2402392
123.9748082,41.2821716
124.461772,40.862829
122.8811485,41.4035569
122.5806773,41.5729486
122.6193746,42.642813
122.6513418,42.3763407
122.541611,42.371796
121.96529,43.20157
123.751615,42.466162
123.6806664,42.5949654
122.985272,42.766319
123.470931,41.948762
123.450575,41.8238714
123.773083,42.309322
122.593876,42.278408
122.7752732,42.1599569
125.9272427,42.1344793
126.8918922,42.9891724
126.761964,42.2594585
125.84955,42.346741
125.3987704,42.2919916
125.449076,42.373292
125.1103051,41.2387557
125.6786314,41.5167396
124.7198846,41.1446208
125.5364716,41.3156316
125.160292,41.196603
125.3439647,40.8566073
125.2331003,41.1343572
125.3317837,42.2837143
124.299101,42.246125
124.262264,42.136525
124.8153856,42.7585373
124.5668892,44.3735517
124.88753,44.061544
124.7356889,44.32011
124.290083,44.527528
124.7309661,43.4236595
123.876545,44.95517
125.4355512,44.5501809
125.655103,44.247064
126.2327713,43.8461793
125.7969704,43.8884591
126.3724782,44.0484998
121.320513,42.9591462
121.570409,43.37313
120.909655,42.949702
121.048027,42.926206
123.795873,43.789891
123.68084,43.887439
123.8644457,44.0703548
122.7552825,44.2221297
120.9043387,44.2567368
122.346315,44.917204
121.494163,44.45421
121.898068,45.097035
122.0785248,44.9537158
164.6795994,39.8672393
164.1249568,40.4404567
163.97903,40.220982
163.9077098,39.7068402
163.1664739,39.7601414
161.9168637,40.6558357
162.6341,40.0526319
162.763076,39.7443905
162.8814641,39.9323855
162.5072882,39.8650754
162.3064325,40.5750589
162.0861046,40.8344599
162.2607999,40.0890371
162.8840221,40.5930931
162.842555,40.566661
162.08962,41.917164
162.4086183,42.6398201
162.4636203,42.5645821
162.4223295,42.3960813
163.2515111,42.4442453
162.9905129,42.1274525
162.7325801,42.1938256
162.9160619,42.1032148
162.7131027,41.8257877
163.9529106,41.7660173
164.1710356,41.5877972
164.3209934,41.6747642
164.4503545,41.9020397
163.3706158,41.7742991
163.6446478,41.7383262
163.4417889,41.7422273
164.4898,42.363138
164.1290537,42.3765716
164.7291964,42.3821831
164.7745773,41.8286007
164.4757882,40.6774436
164.3319083,40.5925188
164.115052,40.594853
164.3949871,40.6650688
163.6017029,41.0893234
163.7630554,40.8692756
163.5585499,41.1859278
163.5557021,41.3824536
163.4428642,41.2413488
163.2034784,41.3294153
163.354216,41.1499709
163.4971651,40.7296525
163.4283566,40.799331
164.0447251,41.1734068
164.1599921,41.1593892
164.3792927,40.7706355
163.7600578,41.1409391
162.7247916,41.0215551
163.172253,41.0063762
165.9427971,40.9260349
167.1471761,41.7148437
167.3335457,41.6880593
167.2427253,41.6420786
166.017334,41.616064
166.242133,41.463286
166.3617479,41.4840976
166.7268206,40.7986698
166.8896681,40.973967
167.1583657,41.4719358
166.845435,41.4645835
167.2707125,41.5671391
166.89136,41.704582
166.9498681,41.3680275
166.0412551,41.400281
165.820666,41.264059
165.4233129,40.0933809
165.239916,40.315713
165.1364969,40.3663178
166.3548414,40.5374329
164.7978206,40.030003
166.010126,40.808993
166.2667004,40.597826
164.9528988,41.2915714
165.4860739,41.4924624
165.4031669,41.5233364
165.9071662,41.8796986
165.7397065,41.7676758
165.9117524,41.7164618
164.929334,40.8157508
165.2683224,40.998937
165.532582,41.3004524
165.3309988,41.3339418
164.4343072,41.1443381
164.5321696,41.0958247
164.6686408,41.1195466
164.556086,40.7443838
164.5194566,40.9813005
164.5005684,41.0420004
164.5336106,40.6504484
164.4894177,40.5793264
164.9762939,41.5248878
165.0935354,42.2587397
165.4439548,43.0046411
165.2768648,43.0761153
165.2404317,43.3422745
164.9368522,43.1939194
164.9347625,43.1390333
164.556269,43.0271311
166.0332379,42.2775529
165.8818414,42.262206
165.7973303,42.3107469
165.6457513,42.385896
165.0974017,42.4051072
164.9110773,42.4161798
165.8710865,42.1386253
165.9527795,42.1234048
165.9094595,41.9660601
161.3674278,41.8089951
161.4279724,41.8413107
161.5781453,41.0397295
161.807183,41.112326
161.446474,41.2903555
161.0354919,41.569077
160.916732,41.87336
162.0204458,40.9881045
162.0288523,41.0617133
161.1487081,40.9868551
162.0971416,41.4059606
161.9223628,41.3981958
162.1261048,41.4849799
161.701534,41.781259
163.4281411,44.1253823
164.8875382,43.8372518
164.798262,43.8750847
164.4777953,43.8118564
164.7913537,43.7057791
163.8252987,43.7077667
164.4153065,44.0928343
164.5889457,44.2338421
163.4534037,44.2469221
166.2129475,43.5288841
165.7775024,43.6215334
165.5388795,43.8542563
165.1500625,43.9298203
165.2570964,43.9569607
165.1681809,43.8822866
165.67632,43.473579
166.6630024,43.6059107
166.163842,43.810824
166.083676,43.7168515
166.8403584,43.2059537
166.8929195,42.6072784
167.054203,42.0290193
166.5427104,42.7797538
166.46325,42.96923
166.3917467,42.9349436
166.2812667,42.6494261
166.5809858,42.5654858
166.5379995,42.530091
166.2302964,42.7851888
166.0602994,42.9396029
165.8387048,42.7103474
166.7813527,42.8254902
166.1432765,42.6535703
165.85681,42.679796
166.3086472,42.4500259
160.9578709,42.1565459
161.6692528,42.2647254
161.8168278,42.1558122
161.5229617,42.820284
161.9121335,42.6584314
161.0003435,42.5534115
160.9195998,42.3933565
164.31628,43.312635
162.9212943,43.0026655
162.7907356,42.7186622
164.3371092,42.6527635
163.879198,42.7862601
163.940558,42.6628
163.800099,42.882954
163.01722,42.698097
162.845034,43.4560658
161.6141075,43.596902
203.85013,31.571448
204.619074,31.63015
204.7668701,31.8840654
203.8569304,31.3627454
203.1834304,31.582448
202.247451,32.437996
203.1790645,32.4428586
203.8801547,34.1522002
203.6458353,33.6279529
203.98308,32.576936
204.03655,32.359361
204.6779734,32.5354636
203.6117,32.348267
203.251944,32.578629
207.006191,32.6156407
206.566304,33.162833
206.566658,32.769806
205.987709,32.111764
205.660286,31.814002
205.735675,33.155219
205.403359,34.7416687
206.0583922,33.8042029
202.0983467,32.8336417
201.627044,32.972928
201.882673,33.39348
201.5441137,33.4877771
202.563501,33.774886
204.1027507,35.6280733
204.1401152,35.2880724
204.062317,35.257356
204.252962,36.128689
204.1385855,35.9806155
203.846408,35.965674
204.463752,35.798858
205.527703,35.179853
206.516318,35.5203854
206.512797,33.888955
206.407301,33.735918
203.6043505,34.6386251
203.601999,35.69425
203.6215801,35.7148114
202.5508957,35.4266094
209.4604437,29.5680689
211.0731796,30.1812601
210.139614,30.860189
210.3840212,30.2072332
211.0252665,31.0871799
210.02625,30.326217
213.427854,31.042444
213.3133816,31.1962675
212.2962996,31.0562332
211.9913446,30.1118292
212.5545459,30.3001175
211.8224177,29.4996738
211.67921,29.537754
212.4103565,29.9963768
211.6342881,30.8940062
211.52464,32.94456
211.1772645,33.058947
211.0011015,32.6700498
211.1097618,32.6644509
212.0357215,32.1994998
211.034631,32.2601567
211.201814,32.521427
209.06158,30.8076664
208.9187407,30.8769332
209.928907,33.6767632
210.0808052,33.1670288
210.5194618,33.7017511
211.8079096,33.7957155
212.685417,32.269688
212.2003039,32.6626887
212.9627068,32.7539062
212.2808015,32.2323752
212.4751733,32.2915099
209.3615774,32.5408577
209.4384747,32.5837776
210.569299,32.448303
210.5394,32.257283
102.26239,22.013409
104.12345,22.061098
103.16207,22.079329
102.76091,23.490247
99.879953,21.849743
99.809578,21.69899
99.857273,21.785773
99.559177,21.765159
99.449892,22.111641
104.30418,22.338759
99.166875,22.366401
99.842593,23.299976
100.05317,23.255218
149.602168,23.906652
152.5000047,22.7839857
151.3330017,23.8170313
148.5872966,23.870487
150.239014,25.481773
150.3468482,25.5364928
150.031499,26.3230021
151.714165,25.8941
149.9395668,25.1903258
150.2072162,25.3084778
190.1794255,43.6432313
190.3863129,43.9800587
188.5228925,44.6626434
190.393865,45.595604
190.2511229,45.4758191
190.5824163,45.4378692
190.3143923,45.9201998
191.059217,46.413681
190.617787,46.299184
191.2303076,45.9048381
193.2992927,45.8040044
193.2260646,45.7640882
193.8496134,45.4184926
193.0936845,45.3418773
193.160717,45.059024
192.6580982,44.6978281
191.8034159,45.4299116
192.0005683,45.759428
192.1134559,45.5752639
191.7458277,45.0553726
191.9761958,44.8616985
192.111232,45.3135404
191.4780021,46.0719571
191.7952843,46.8802076
191.0996882,47.2377531
192.1350413,46.4898233
192.1216467,46.8045154
191.718007,46.279751
192.5134178,45.9877911
187.6743173,45.5393753
187.6181529,45.2393073
190.1454866,47.8927903
190.4503032,47.7088952
190.5316199,47.4892881
191.7662603,47.3368693
191.4413773,47.5985974
193.90876,46.556368
193.197411,46.113073
192.9180923,46.8999827
193.208797,46.757577
193.3692487,46.4949224
192.462672,46.7050486
192.882893,46.418118
187.2607909,45.7371265
188.4852606,46.6934723
189.1802258,46.555793
188.8365478,47.3099428
210.229861,26.839286
210.1574069,27.3329768
210.485771,26.476004
210.512528,26.895438
210.914716,27.7909364
210.689875,27.858707
210.135922,28.660827
210.6409301,28.2940954
210.6381473,28.7124304
212.015603,28.031368
211.07412,28.307307
210.9970971,27.1416131
210.725245,27.234244
213.4020524,27.3768129
214.2377996,28.2540782
213.7026852,27.9966128
212.679508,26.7464621
213.413681,26.719418
214.0904423,27.2224086
212.6845888,26.4548987
213.637357,27.149779
212.8457288,28.2648563
212.6206708,27.4609516
212.7470704,27.4397475
212.357429,27.648347
212.647858,28.167502
212.4321461,29.2279366
212.6131245,28.7302597
209.38629,28.1414304
209.5157425,28.0768333
209.587209,28.054599
209.5977353,28.4178446
209.5897117,28.0220282
209.64102,27.845186
209.677237,27.950326
209.6734302,27.8331299
210.0427435,27.5866234
210.1443698,27.5978955
209.5735298,27.480271
209.8101339,28.276724
210.0541119,28.086264
212.9298329,30.2962081
212.728666,29.924684
212.502672,30.122343
213.405315,29.61101
214.1444601,29.6877114
213.4146873,29.4599526
213.2456579,29.1880413
213.9738206,29.4736143
213.9919013,29.3944535
209.9249064,28.4515021
210.0580982,28.784288
209.2914,29.219567
209.6463494,28.8477735
209.6580333,29.1599689
211.3216053,29.3525752
210.7129315,29.5753056
211.888026,29.4035882
210.0483824,29.853215
210.5846812,29.8481908
210.392226,30.5989001
112.20711,35.319837
111.7859,37.653864
112.72409,36.536164
112.99116,35.883124
115.92387,37.015844
114.26027,35.646408
114.52907,35.752086
114.50173,38.311483
110.94426,36.759635
110.37157,36.744283
111.34584,38.985096
154.1193709,-3.2421666
153.472068,-1.1944716
153.7153455,-1.1828658
153.95997,-1.1863729
154.513975,-1.905286
154.288058,-1.793631
153.683108,-1.769786
154.1527673,-0.9928163
154.1778357,-1.0957712
153.589575,-2.840953
154.243458,-2.374953
153.05585,-2.578228
155.5834386,-2.6481878
155.5744,-1.933256
155.7876,-1.927353
155.7026589,-2.7717276
154.8908628,-3.4474155
155.6233357,-3.3445246
155.0524892,-3.1258354
154.8408627,-3.8468661
154.7905172,-3.6836347
154.9000072,-3.7456979
155.0735982,-3.6070484
154.403325,-2.417783
154.882546,-2.953669
155.0162229,-0.7931115
154.7471464,-0.6368031
154.9516934,-0.6651863
155.0333667,-0.591146
154.9442073,-0.5871282
154.839504,-0.647107
154.9178754,-0.4402035
154.5577448,-0.1279317
154.4064548,-0.2017094
154.57298,-0.7253747
154.4780427,-0.469967
154.5805852,-0.4782799
154.4248221,-0.584233
154.5313299,-0.816041
154.4377883,-0.7323763
154.63537,-0.831621
155.1853744,-0.9798283
155.0377158,-0.6946544
155.3584635,-1.0116128
154.6756993,-1.2452748
154.8977868,-1.2119587
154.6265758,-1.1272588
154.7342874,-1.0951417
154.718423,-1.018502
154.4348981,0.2951587
154.5569053,0.3466883
154.413272,-0.044245
153.972825,0.013819
153.9337992,-0.0507936
153.6390118,0.124439
154.015209,0.046639
153.9659924,-0.0421324
153.8595204,0.1201746
154.4321489,0.5405877
153.8571288,0.7042851
153.7955482,0.6271718
153.6196107,0.6650819
153.5638708,0.5857263
153.3452504,0.6279879
154.2337658,0.4408228
154.0361592,0.4179304
154.1692434,0.4658356
153.9454054,0.4498841
155.5738487,0.0102925
155.5306872,-0.0709669
155.2221513,0.3579839
155.2246792,0.1227799
155.2503356,0.1307754
155.338123,0.3264473
154.937679,0.3249356
154.8669454,0.2223332
154.7125526,0.2035782
155.6666075,-0.44483
154.7689111,0.4234126
154.9902118,0.5281109
155.710608,-1.454639
155.704841,-0.6205937
156.0318414,-1.1488142
155.3302238,-0.7322598
155.2840715,-0.8553059
155.7522091,-1.1827708
152.2496608,-0.4143326
152.593915,-0.482225
152.680951,-0.6377807
151.9035333,-0.9575665
152.1322406,-0.7514066
152.296894,-0.724833
152.5652382,-0.9451468
152.6979875,-0.9598175
152.1078888,-1.1294066
152.1462091,-0.7765831
152.193353,-0.791755
152.0266421,-1.0724413
154.252458,-0.858787
153.422263,-0.120326
153.3491756,-0.1131087
153.443411,-0.951478
153.3139026,-0.6883581
152.339946,-0.323836
152.5194924,0.3545725
152.345455,-0.29249
152.430877,-0.370962
153.2987549,0.4451901
152.7218893,0.0679477
152.5925278,-0.0328389
152.5452407,-0.1102182
152.266435,0.054254
192.3399435,17.1086764
192.9234866,17.1569971
191.1800935,17.6873862
192.15896,17.338766
191.36772,18.022946
191.67827,17.0611573
191.866781,18.550623
191.966699,19.265384
191.43494,18.703298
192.8728936,18.7264468
192.486561,18.755043
192.436638,19.155164
192.88754,19.723048
192.8183974,19.6032313
192.9104379,17.8177804
192.4411417,18.0893196
192.7521039,18.231478
192.42484,18.17738
192.9924507,18.2896036
192.9647117,18.0828749
192.8590464,18.0708696
192.0331977,18.0091741
194.7678648,19.1185668
194.5344955,19.0070637
194.7548713,18.815818
194.844521,18.8429308
194.938341,18.8496819
195.0293269,18.6540236
194.7586341,18.7465114
193.582603,17.6681845
194.3951383,17.6326323
194.680996,17.730655
193.7725703,17.7890081
194.3219578,18.0545803
194.345532,17.945907
193.8296601,19.1383242
194.0534637,18.7727235
193.7336798,18.057299
193.8365163,18.5811297
193.1912481,18.3835842
193.5590066,18.8689265
193.684904,18.817515
193.7761586,19.7915284
193.384338,20.262256
193.598401,19.683296
193.7454241,19.5564715
190.775752,18.361333
190.3038583,18.6040776
190.2909848,18.6274289
190.423177,18.590038
190.5920868,18.578327
190.6276424,18.6586796
190.377282,18.6838222
190.466402,18.541604
190.71805,18.572806
190.302032,18.706426
190.5414935,18.138788
192.1496417,21.1269835
193.201727,20.719067
194.4210415,20.3966667
194.9498268,20.4970267
195.0971111,19.9355918
195.0520198,19.8919925
195.314427,19.273553
194.8597845,19.6824214
194.4372696,19.6007616
190.9230226,19.3269918
191.2661104,19.69134
191.1864061,19.5065768
190.7681423,19.5668138
191.9719319,20.8580944
219.5801354,28.0401322
217.922222,28.68417
218.532714,27.95622
218.4513118,28.0023485
217.4278434,28.7056836
218.5472298,28.3986892
218.2952414,28.4990964
219.0499546,29.5129336
218.4314983,30.2156036
218.645867,30.200945
218.898816,29.8583478
218.829661,30.296741
219.286371,30.313517
219.669537,30.458757
219.5264393,30.5082886
219.525581,30.444928
219.928941,29.527341
220.140027,29.7910286
219.066233,30.071992
219.379558,29.965765
219.218561,30.1176534
219.75989,30.453226
220.437297,29.966493
220.241996,30.081131
219.95426,29.182197
220.0236291,29.095574
219.6162076,29.055282
219.309617,29.272539
219.4367754,29.1230104
218.3215188,29.2347524
221.694308,29.752507
222.1714791,29.5753784
221.8046927,28.8677656
221.5859131,28.2802628
221.055458,27.845333
220.707479,27.781968
220.620629,29.424958
221.207877,29.501635
220.7847316,29.4953086
221.2498882,29.7164639
220.51879,29.01637
220.5740595,30.9056877
220.580713,30.940112
220.689426,31.185271
220.64944,31.306982
220.3883894,31.1913236
220.906674,30.633207
220.5771216,30.4199173
220.472027,30.3765518
220.47215,30.424183
220.51705,30.562952
220.9344673,29.9746851
217.1826734,29.0340723
219.9404695,32.4368126
221.246482,31.540134
221.4877974,31.3613045
221.113287,32.002712
220.677733,31.758679
220.719574,31.76681
220.8261042,31.5979535
221.0148023,31.5794782
220.6132185,31.7009547
221.53706,31.030466
221.670101,31.150134
222.187813,30.5234702
222.1427544,30.6329972
222.1729353,29.923312
222.5524519,30.00611
221.798504,30.0399868
221.753253,30.474141
221.757376,30.496062
222.126835,30.755616
221.8810646,30.3755159
217.5403075,31.2172486
218.194181,30.991301
216.8327073,30.357315
219.6191175,30.573894
219.8187078,31.1051986
219.934272,31.080388
219.9834534,31.0533547
218.841179,31.363356
219.5679471,30.6436698
219.1475901,30.7283176
219.0874,30.776462
218.652484,31.941588
218.55611,31.853762
218.6316154,31.8918008
218.6321023,31.9992153
218.8647518,32.1482561
218.166862,31.661609
218.06826,31.677317
218.4650785,32.2472898
110.9192,33.606281
111.8123,34.59666
111.29483,35.238442
111.9004,35.478983
112.26389,34.894338
112.44524,35.381861
112.78059,34.880277
112.91027,34.992608
111.93246,35.235214
111.85889,34.916089
112.41887,34.327314
112.48487,34.346925
112.11223,34.319258
111.58585,33.735544
114.55933,34.802986
115.225,34.376231
113.102,33.195208
113.94756,34.935025
113.37325,35.261903
113.50053,35.836131
113.48059,36.272166
113.22325,36.428247
113.1472,36.205968
113.70475,35.812264
113.20142,35.544447
113.18837,35.610128
112.23653,36.919873
112.08915,37.457661
112.32026,37.140997
113.46361,37.156053
113.43965,36.970097
113.24494,36.849788
113.03641,36.695939
114.33711,35.294894
114.3254,35.241064
114.68639,35.845292
110.62555,36.212103
110.08557,36.145569
112.67379,35.919256
112.7973,36.265989
112.27199,36.253459
111.48916,35.913889
110.5138,36.391022
111.5982,37.115146
152.7408283,29.6030502
153.2035817,30.92597
152.4606998,31.5469477
152.7855747,31.3457167
153.811969,31.634894
154.247104,31.323008
153.135558,31.452278
153.2773738,31.1751031
153.6143426,30.1675006
153.370642,30.234383
153.35943,30.130197
153.7224,30.705825
152.7409817,30.4908296
156.54451,31.256843
155.2647803,30.6858134
154.628243,29.879615
155.201387,30.045849
155.0857039,30.025612
155.353145,31.38247
154.595,30.4010858
155.166996,32.158242
154.5866106,31.8908042
151.5943955,30.8269238
151.27378,31.076159
152.084943,30.661039
154.366683,33.671238
154.287413,33.649953
154.6170539,33.2688935
154.3885736,32.9757458
156.45305,32.264456
155.638119,31.981165
151.8850554,31.5907124
151.75444,32.435443
151.218258,31.880058
152.657391,32.185799
153.110729,32.095982
152.7856752,33.1208308
152.4990426,33.2690884
152.688952,33.717732
189.7514307,28.3146632
188.601299,29.132993
188.171508,29.38388
189.0559699,29.1727342
188.9451936,28.9640763
188.8274518,29.1043529
189.51748,30.131704
189.390465,31.087516
189.634123,30.442102
190.764995,30.381107
189.8106058,29.7164156
189.9557398,29.1837614
189.2474116,29.7823843
191.973104,30.135392
193.126569,30.192059
192.215067,29.973356
191.12192,28.75441
191.397333,28.761905
192.3549443,28.9394732
191.0456594,28.3639769
191.036496,29.5342171
191.8342001,30.0057649
191.9737539,30.0805843
190.98044,29.369608
191.0394663,30.1313883
191.018187,31.675449
191.147291,31.275968
191.84801,30.889273
187.482746,30.3421988
188.4492578,29.7047756
188.59066,29.655898
191.13367,32.666797
190.183346,32.018536
190.475906,32.537125
190.54887,32.543842
190.440548,32.048998
190.5904171,32.2386123
191.3853709,32.2609668
193.162358,30.748746
192.992516,30.413515
192.3010746,30.4949509
192.460586,30.435258
192.3833698,30.3851868
192.5479695,31.4003313
191.9335656,31.1457156
192.5259546,30.5570321
192.240094,30.9465
187.790187,31.1642743
190.4347327,31.9017412
189.710069,31.385671
189.3113496,31.8592506
189.2557078,32.108296
220.6347153,24.8544676
220.660966,24.76019
220.392778,24.805704
221.105797,24.689369
220.5394409,24.1115336
219.5024337,25.1313656
219.2922464,24.8111842
219.0625033,25.0924208
218.996756,24.713863
219.202976,24.708608
220.071312,24.45267
219.3436425,24.7915437
218.7985298,25.0243293
219.0456214,25.2100063
219.0446027,25.0713729
220.642394,26.98876
220.9345634,26.2243292
221.124296,26.367963
220.7523639,25.9717565
220.6735584,26.1473878
220.6003,26.189424
220.9927384,25.2560424
220.576142,25.469792
220.4624057,25.8365763
220.6239972,25.0838446
220.7608763,25.1523592
219.6535334,25.7569255
219.722233,25.580226
220.04725,25.4738
219.984771,25.495455
222.5198504,26.0613911
223.2313583,25.8968045
222.784402,25.474629
222.70872,26.042983
222.510045,25.912242
221.8648879,24.9678091
221.719828,24.644316
221.772704,24.573195
222.1298747,26.4879314
221.7906094,25.4424907
221.3579539,25.3453142
221.519851,25.59887
221.8427445,25.2178983
221.6846887,26.7212054
221.3690336,27.8716867
221.253037,27.66987
221.3251016,27.656451
222.204392,26.861928
222.0719572,26.954298
221.4046116,27.3095868
222.116368,27.3370798
221.8235025,26.9653597
222.1405486,26.7613626
218.5363806,26.2719929
218.62412,26.141519
218.179871,26.263675
219.43248,25.479404
218.4379686,25.5380368
218.601522,25.465005
221.393495,28.862794
221.1911686,28.1712614
221.1008754,28.2678041
221.039546,28.15424
220.484493,28.971665
220.0739486,28.7428
220.9475752,29.0063332
220.9705262,28.135417
222.24779,28.038908
222.1154001,28.6220881
221.897289,28.3189136
221.688667,28.558389
221.775775,28.5422635
222.833613,27.949411
222.38626,27.772689
222.643453,27.9429
222.3671983,27.7560758
222.337452,28.33594
221.801203,28.867807
223.2918705,26.6633244
223.520825,26.719633
223.2505643,27.4249546
223.31494,27.501906
218.5234335,26.4406054
218.417324,26.694712
218.989788,26.6801135
218.79024,26.515038
218.863846,26.485431
218.870633,27.132642
218.615226,26.94732
218.2329765,26.8353633
220.6440276,27.9178107
219.8770267,27.231635
219.747818,27.231563
219.716225,27.268367
