col1,2MASS
2MASXJ11533613+0250038,11533613+0250038
2MASXJ12020506+0213232,12020506+0213232
2MASXJ12033761+0202486,12033761+0202486
2MASXJ12051801+0217221,12051801+0217221
2MASXJ12052155+0205101,12052155+0205101
2MASXJ12493822+0245205,12493822+0245205
2MASXJ12554155+0242487,12554155+0242487
2MASXJ12555517+0218417,12555517+0218417
2MASXJ14171918+0233044,14171918+0233044
2MASXJ14243989+0241210,14243989+0241210
2MASXJ21134684+0233497,1134684+0233497
2MASXJ21245195+0214575,1245195+0214575
2MASXJ21300796+0204173,1300796+0204173
2MASXJ21312466+0241345,1312466+0241345
2MASXJ21564554+0235146,1564554+0235146
2MASXJ22032452+0235411,032452+0235411
2MASXJ22381581+0239543,381581+0239543
2MASXJ22484258+0241370,484258+0241370
2MASXJ23081415+0210538,3081415+0210538
2MASXJ23124349+0234479,3124349+0234479
2MASXJ23315660+0251135,3315660+0251135
2MASXJ00150700+0152564,00150700+0152564
2MASXJ01070180+0159451,01070180+0159451
2MASXJ01150281+0125470,01150281+0125470
2MASXJ01251789+0146130,01251789+0146130
2MASXJ01253143+0145335,01253143+0145335
2MASXJ01255216+0145449,01255216+0145449
2MASXJ02135823+0125463,02135823+0125463
2MASXJ02293961+0148083,02293961+0148083
2MASXJ02295638+0110441,02295638+0110441
2MASXJ02300245+0125221,02300245+0125221
2MASXJ02301947+0118045,02301947+0118045
2MASXJ02311162+0115565,02311162+0115565
2MASXJ02314923+0115397,02314923+0115397
2MASXJ02315776+0114477,02315776+0114477
2MASXJ02324434+0117035,02324434+0117035
2MASXJ02334367+0123506,02334367+0123506
2MASXJ02335161+0108136,02335161+0108136
2MASXJ02340434+0116028,02340434+0116028
2MASXJ02374181+0158309,02374181+0158309
2MASXJ02462420+0135198,02462420+0135198
2MASXJ03324265+0101129,03324265+0101129
2MASXJ03360158+0106167,03360158+0106167
2MASXJ04083296+0100344,04083296+0100344
2MASXJ09055151+0107500,09055151+0107500
2MASXJ09513499+0106436,09513499+0106436
2MASXJ09575187+0145190,09575187+0145190
2MASXJ10244988+0141178,10244988+0141178
2MASXJ10583882+0122543,10583882+0122543
2MASXJ10585239+0140092,10585239+0140092
2MASXJ11224771+0102098,11224771+0102098
2MASXJ11404976+0145315,11404976+0145315
2MASXJ12004936+0141370,12004936+0141370
2MASXJ12013829+0159307,12013829+0159307
2MASXJ12041309+0154005,12041309+0154005
2MASXJ12041899+0150546,12041899+0150546
2MASXJ12043399+0148056,12043399+0148056
2MASXJ12053770+0149411,12053770+0149411
2MASXJ12435771+0143381,12435771+0143381
2MASXJ12443745+0148241,12443745+0148241
2MASXJ12454080+0151288,12454080+0151288
2MASXJ14131048+0146169,14131048+0146169
2MASXJ14424574+0117354,14424574+0117354
2MASXJ17080183+0103169,17080183+0103169
2MASXJ21070793+0119443,1070793+0119443
2MASXJ21103805+0152047,1103805+0152047
2MASXJ21204483+0158520,1204483+0158520
2MASXJ22143709+0137035,143709+0137035
2MASXJ22530445+0108399,530445+0108399
2MASXJ22564191+0139467,564191+0139467
2MASXJ23012865+0145119,3012865+0145119
2MASXJ23040594+0154271,3040594+0154271
2MASXJ23211938+0124109,3211938+0124109
2MASXJ01144873+0013480,01144873+0013480
2MASXJ01145420+0030270,01145420+0030270
2MASXJ02070216+0045228,02070216+0045228
2MASXJ03284876+0055077,03284876+0055077
2MASXJ03435751+0026165,03435751+0026165
2MASXJ08265630+0023455,08265630+0023455
2MASXJ09084182+0029049,09084182+0029049
2MASXJ09130855+0014170,09130855+0014170
2MASXJ10030669+0019137,10030669+0019137
2MASXJ10495172+0009515,10495172+0009515
2MASXJ10505196+0035214,10505196+0035214
2MASXJ10592109+0048276,10592109+0048276
2MASXJ12311102+0036226,12311102+0036226
2MASXJ13511763+0023054,13511763+0023054
2MASXJ13521494+0035405,13521494+0035405
2MASXJ13584864+0019292,13584864+0019292
2MASXJ13590151+0014283,13590151+0014283
2MASXJ14374021+0017405,14374021+0017405
2MASXJ14505258+0005402,14505258+0005402
2MASXJ14512346+0000249,14512346+0000249
2MASXJ15004835+0010352,15004835+0010352
2MASXJ15010565+0031499,15010565+0031499
2MASXJ15330349+0031139,15330349+0031139
2MASXJ17170928+0043412,17170928+0043412
2MASXJ17280380+0042589,17280380+0042589
2MASXJ21083672+0004140,1083672+0004140
2MASXJ21180087+0034150,1180087+0034150
2MASXJ21354144+0033420,1354144+0033420
2MASXJ21370838+0026475,1370838+0026475
2MASXJ21495368+0036247,1495368+0036247
2MASXJ23074896+0056258,3074896+0056258
2MASXJ00062856+1919298,00062856+1919298
2MASXJ00571738+1927329,00571738+1927329
2MASXJ01232028+1912528,01232028+1912528
2MASXJ01264294+1909149,01264294+1909149
2MASXJ01265915+1911487,01265915+1911487
2MASXJ01270614+1906587,01270614+1906587
2MASXJ01271793+1911586,01271793+1911586
2MASXJ01315956+1935206,01315956+1935206
2MASXJ01333636+1919360,01333636+1919360
2MASXJ01511501+1904311,01511501+1904311
2MASXJ02015244+1949497,02015244+1949497
2MASXJ02224859+1916518,02224859+1916518
2MASXJ03014330+1952297,03014330+1952297
2MASXJ03081746+1903207,03081746+1903207
2MASXJ03100247+1913173,03100247+1913173
2MASXJ03101655+1937003,03101655+1937003
2MASXJ03323460+1934178,03323460+1934178
2MASXJ04303879+1941172,04303879+1941172
2MASXJ07580639+1929113,07580639+1929113
2MASXJ08352707+1912545,08352707+1912545
2MASXJ08482721+1901098,08482721+1901098
2MASXJ08492189+1904298,08492189+1904298
2MASXJ08500133+1900354,08500133+1900354
2MASXJ08511595+1920313,08511595+1920313
2MASXJ09085542+1959152,09085542+1959152
2MASXJ09090628+1934294,09090628+1934294
2MASXJ09102345+1927197,09102345+1927197
2MASXJ09104648+1936355,09104648+1936355
2MASXJ09104861+1935565,09104861+1935565
2MASXJ09164476+1950168,09164476+1950168
2MASXJ09191068+1948504,09191068+1948504
2MASXJ09212159+1910275,09212159+1910275
2MASXJ11370491+1955257,11370491+1955257
2MASXJ11424613+1956548,11424613+1956548
2MASXJ11442509+1949408,11442509+1949408
2MASXJ11444664+1945279,11444664+1945279
2MASXJ11460630+1938038,11460630+1938038
2MASXJ12113591+1953448,12113591+1953448
2MASXJ13380870+1920544,13380870+1920544
2MASXJ14202169+1903016,14202169+1903016
2MASXJ14371360+1925192,14371360+1925192
2MASXJ14401309+1953309,14401309+1953309
2MASXJ14463153+1907515,14463153+1907515
2MASXJ14585450+1926304,14585450+1926304
2MASXJ14595250+1941561,14595250+1941561
2MASXJ15125499+1942420,15125499+1942420
2MASXJ16554383+1955586,16554383+1955586
2MASXJ17103076+1936108,17103076+1936108
2MASXJ21274573+1922007,1274573+1922007
2MASXJ23044746+1935488,3044746+1935488
2MASXJ23171408+1917545,3171408+1917545
2MASXJ23171760+1911589,3171760+1911589
2MASXJ23203019+1907160,3203019+1907160
2MASXJ23213224+1925205,3213224+1925205
2MASXJ23223450+1927402,3223450+1927402
2MASXJ23234754+1937097,3234754+1937097
2MASXJ23245313+1910414,3245313+1910414
2MASXJ23332263+1937561,3332263+1937561
2MASXJ23400320+1916350,3400320+1916350
2MASXJ00143728+1834231,00143728+1834231
2MASXJ01273946+1810427,01273946+1810427
2MASXJ01285275+1834375,01285275+1834375
2MASXJ02005868+1804500,02005868+1804500
2MASXJ02015434+1814407,02015434+1814407
2MASXJ02220930+1836498,02220930+1836498
2MASXJ02275135+1835515,02275135+1835515
2MASXJ02424552+1809428,02424552+1809428
2MASXJ02471143+1841433,02471143+1841433
2MASXJ03053746+1849296,03053746+1849296
2MASXJ03101346+1852303,03101346+1852303
2MASXJ03263126+1822198,03263126+1822198
2MASXJ03584698+1857456,03584698+1857456
2MASXJ04224171+1828383,04224171+1828383
2MASXJ08495011+1847324,08495011+1847324
2MASXJ09051836+1826322,09051836+1826322
2MASXJ09164387+1857167,09164387+1857167
2MASXJ09203590+1807346,09203590+1807346
2MASXJ09212307+1813255,09212307+1813255
2MASXJ10434858+1828144,10434858+1828144
2MASXJ10504249+1813140,10504249+1813140
2MASXJ10555276+1857456,10555276+1857456
2MASXJ11010750+1831105,11010750+1831105
2MASXJ11014443+1843170,11014443+1843170
2MASXJ11520109+1820350,11520109+1820350
2MASXJ13414985+1833475,13414985+1833475
2MASXJ14470296+1835371,14470296+1835371
2MASXJ14480417+1825381,14480417+1825381
2MASXJ14481906+1829351,14481906+1829351
2MASXJ15033804+1826181,15033804+1826181
2MASXJ15155940+1824570,15155940+1824570
2MASXJ15544937+1855013,15544937+1855013
2MASXJ16025752+1856494,16025752+1856494
2MASXJ16055478+1818429,16055478+1818429
2MASXJ16062008+1843542,16062008+1843542
2MASXJ16071182+1836366,16071182+1836366
2MASXJ16110835+1843032,16110835+1843032
2MASXJ22170909+1846499,170909+1846499
2MASXJ22194231+1850116,194231+1850116
2MASXJ22221648+1826165,1648+1826165
2MASXJ23135424+1829036,3135424+1829036
2MASXJ23183562+1856428,3183562+1856428
2MASXJ23191312+1840307,3191312+1840307
2MASXJ23191609+1858097,3191609+1858097
2MASXJ23202970+1859320,3202970+1859320
2MASXJ23255871+1850562,3255871+1850562
2MASXJ01035473+1713085,01035473+1713085
2MASXJ01081322+1706412,01081322+1706412
2MASXJ01090710+1718100,01090710+1718100
2MASXJ01104839+1724538,01104839+1724538
2MASXJ01260508+1729426,01260508+1729426
2MASXJ01455483+1704534,01455483+1704534
2MASXJ03144040+1748135,03144040+1748135
2MASXJ08540867+1725483,08540867+1725483
2MASXJ09025947+1712426,09025947+1712426
2MASXJ09040928+1704347,09040928+1704347
2MASXJ09043321+1723544,09043321+1723544
2MASXJ09045074+1727014,09045074+1727014
2MASXJ09045500+1725334,09045500+1725334
2MASXJ09045612+1727184,09045612+1727184
2MASXJ09155626+1738334,09155626+1738334
2MASXJ09160750+1744040,09160750+1744040
2MASXJ09161045+1731190,09161045+1731190
2MASXJ09165350+1727271,09165350+1727271
2MASXJ09171349+1705398,09171349+1705398
2MASXJ09375514+1703168,09375514+1703168
2MASXJ09383770+1707517,09383770+1707517
2MASXJ10371343+1706227,10371343+1706227
2MASXJ10475863+1736086,10475863+1736086
2MASXJ10522969+1733498,10522969+1733498
2MASXJ10581568+1738251,10581568+1738251
2MASXJ12100502+1737303,12100502+1737303
2MASXJ12162118+1746094,12162118+1746094
2MASXJ14213897+1745073,14213897+1745073
2MASXJ14221204+1702175,14221204+1702175
2MASXJ14282726+1735012,14282726+1735012
2MASXJ14325073+1739379,14325073+1739379
2MASXJ14490358+1728298,14490358+1728298
2MASXJ14521293+1726347,14521293+1726347
2MASXJ15275018+1701319,15275018+1701319
2MASXJ15290323+1715521,15290323+1715521
2MASXJ15383956+1741123,15383956+1741123
2MASXJ15575348+1746269,15575348+1746269
2MASXJ16031413+1722025,16031413+1722025
2MASXJ16032805+1725596,16032805+1725596
2MASXJ16035667+1718182,16035667+1718182
2MASXJ16063578+1743191,16063578+1743191
2MASXJ16070595+1750571,16070595+1750571
2MASXJ21065626+1750419,1065626+1750419
2MASXJ21263670+1747266,1263670+1747266
2MASXJ23224976+1758352,3224976+1758352
2MASXJ23235750+1753359,3235750+1753359
2MASXJ23240472+1719129,3240472+1719129
2MASXJ23240535+1729159,3240535+1729159
2MASXJ23242507+1728572,3242507+1728572
2MASXJ00540266+1641548,00540266+1641548
2MASXJ02091018+1611599,02091018+1611599
2MASXJ02233156+1657261,02233156+1657261
2MASXJ02491068+1648276,02491068+1648276
2MASXJ03084612+1607190,03084612+1607190
2MASXJ03460998+1615413,03460998+1615413
2MASXJ04144961+1650488,04144961+1650488
2MASXJ05453186+1611195,05453186+1611195
2MASXJ05473493+1618298,05473493+1618298
2MASXJ07384178+1642319,07384178+1642319
2MASXJ08515668+1656411,08515668+1656411
2MASXJ09030161+1651486,09030161+1651486
2MASXJ09134350+1651465,09134350+1651465
2MASXJ09173834+1626255,09173834+1626255
2MASXJ09180931+1611526,09180931+1611526
2MASXJ09395732+1647127,09395732+1647127
2MASXJ09461604+1601250,09461604+1601250
2MASXJ10270507+1604170,10270507+1604170
2MASXJ10391979+1644463,10391979+1644463
2MASXJ11075552+1656133,11075552+1656133
2MASXJ11365696+1628526,11365696+1628526
2MASXJ12265020+1616187,12265020+1616187
2MASXJ13104806+1657594,13104806+1657594
2MASXJ13510673+1635588,13510673+1635588
2MASXJ14273738+1653596,14273738+1653596
2MASXJ14274102+1637086,14274102+1637086
2MASXJ14293751+1612190,14293751+1612190
2MASXJ14295894+1656291,14295894+1656291
2MASXJ14312905+1635062,14312905+1635062
2MASXJ14460151+1639096,14460151+1639096
2MASXJ14495914+1648366,14495914+1648366
2MASXJ14521759+1647467,14521759+1647467
2MASXJ14525772+1641496,14525772+1641496
2MASXJ14550604+1615253,14550604+1615253
2MASXJ16034506+1616257,16034506+1616257
2MASXJ16045699+1634078,16045699+1634078
2MASXJ16050687+1635458,16050687+1635458
2MASXJ21001606+1634273,1001606+1634273
2MASXJ21015633+1606426,1015633+1606426
2MASXJ23083969+1609132,3083969+1609132
2MASXJ23100230+1644388,3100230+1644388
2MASXJ23111284+1652378,3111284+1652378
2MASXJ23232144+1656384,3232144+1656384
2MASXJ23232938+1651454,3232938+1651454
2MASXJ23235085+1653489,3235085+1653489
2MASXJ23241481+1644039,3241481+1644039
2MASXJ23242299+1648012,3242299+1648012
2MASXJ23245360+1619267,3245360+1619267
2MASXJ23402114+1621583,3402114+1621583
2MASXJ01023828+1510068,01023828+1510068
2MASXJ01125386+1536091,01125386+1536091
2MASXJ01131187+1550003,01131187+1550003
2MASXJ02431913+1529388,02431913+1529388
2MASXJ02473942+1545447,02473942+1545447
2MASXJ02495985+1550573,02495985+1550573
2MASXJ02544630+1539284,02544630+1539284
2MASXJ02550691+1514105,02550691+1514105
2MASXJ02561906+1559361,02561906+1559361
2MASXJ02575981+1551468,02575981+1551468
2MASXJ03032615+1508428,03032615+1508428
2MASXJ03051546+1507263,03051546+1507263
2MASXJ03321889+1521155,03321889+1521155
2MASXJ03392257+1554147,03392257+1554147
2MASXJ03394206+1538435,03394206+1538435
2MASXJ03411566+1521310,03411566+1521310
2MASXJ03525909+1538229,03525909+1538229
2MASXJ04024822+1523143,04024822+1523143
2MASXJ04033898+1527479,04033898+1527479
2MASXJ04033995+1528549,04033995+1528549
2MASXJ04070147+1552467,04070147+1552467
2MASXJ04115422+1504190,04115422+1504190
2MASXJ04135511+1513534,04135511+1513534
2MASXJ04422906+1538214,04422906+1538214
2MASXJ05383634+1522312,05383634+1522312
2MASXJ08012310+1522096,08012310+1522096
2MASXJ09173732+1558215,09173732+1558215
2MASXJ12122527+1523453,12122527+1523453
2MASXJ14035931+1539214,14035931+1539214
2MASXJ14273316+1506535,14273316+1506535
2MASXJ16022833+1550459,16022833+1550459
2MASXJ16054022+1535308,16054022+1535308
2MASXJ16520803+1528328,16520803+1528328
2MASXJ20563123+1520142,0563123+1520142
2MASXJ01215334+1453445,01215334+1453445
2MASXJ02022862+1406469,02022862+1406469
2MASXJ02034457+1442334,02034457+1442334
2MASXJ02432177+1455018,02432177+1455018
2MASXJ03043857+1458562,03043857+1458562
2MASXJ03084671+1445250,03084671+1445250
2MASXJ03171833+1449393,03171833+1449393
2MASXJ03222664+1445149,03222664+1445149
2MASXJ03254574+1452105,03254574+1452105
2MASXJ03391967+1422488,03391967+1422488
2MASXJ03412132+1411277,03412132+1411277
2MASXJ03432310+1458231,03432310+1458231
2MASXJ03573361+1428493,03573361+1428493
2MASXJ04011143+1437297,04011143+1437297
2MASXJ05373198+1454074,05373198+1454074
2MASXJ09032704+1440081,09032704+1440081
2MASXJ09075447+1455397,09075447+1455397
2MASXJ09443127+1454473,09443127+1454473
2MASXJ09444824+1452453,09444824+1452453
2MASXJ09444946+1410243,09444946+1410243
2MASXJ09465706+1415508,09465706+1415508
2MASXJ09562897+1438194,09562897+1438194
2MASXJ10140214+1432007,10140214+1432007
2MASXJ12370804+1424269,12370804+1424269
2MASXJ12394377+1414421,12394377+1414421
2MASXJ13553019+1448099,13553019+1448099
2MASXJ14293342+1409136,14293342+1409136
2MASXJ14324636+1435179,14324636+1435179
2MASXJ14324898+1435199,14324898+1435199
2MASXJ14411329+1432032,14411329+1432032
2MASXJ16525386+1419384,16525386+1419384
2MASXJ21070462+1430339,1070462+1430339
2MASXJ21543199+1453524,1543199+1453524
2MASXJ22124189+1425195,124189+1425195
2MASXJ23122377+1432483,3122377+1432483
2MASXJ02464078+1333373,02464078+1333373
2MASXJ03185090+1351217,03185090+1351217
2MASXJ03494289+1337311,03494289+1337311
2MASXJ03495812+1331341,03495812+1331341
2MASXJ03521639+1324193,03521639+1324193
2MASXJ03585758+1347539,03585758+1347539
2MASXJ04032086+1318540,04032086+1318540
2MASXJ04032587+1328040,04032587+1328040
2MASXJ04041075+1312231,04041075+1312231
2MASXJ04071911+1328006,04071911+1328006
2MASXJ05362480+1333290,05362480+1333290
2MASXJ05454092+1306184,05454092+1306184
2MASXJ09030816+1331036,09030816+1331036
2MASXJ09032039+1341421,09032039+1341421
2MASXJ09033480+1339400,09033480+1339400
2MASXJ09033988+1340200,09033988+1340200
2MASXJ09034444+1310197,09034444+1310197
2MASXJ09084268+1357345,09084268+1357345
2MASXJ09122033+1340256,09122033+1340256
2MASXJ09365094+1315555,09365094+1315555
2MASXJ09550783+1352546,09550783+1352546
2MASXJ10060550+1345333,10060550+1345333
2MASXJ10083573+1337592,10083573+1337592
2MASXJ11485237+1322413,11485237+1322413
2MASXJ11535397+1316409,11535397+1316409
2MASXJ13151589+1337292,13151589+1337292
2MASXJ13340206+1306087,13340206+1306087
2MASXJ13582708+1329051,13582708+1329051
2MASXJ14465407+1342380,14465407+1342380
2MASXJ14471330+1328027,14471330+1328027
2MASXJ15320099+1315345,15320099+1315345
2MASXJ16554557+1321269,16554557+1321269
2MASXJ00035387+1246008,00035387+1246008
2MASXJ00575117+1210482,00575117+1210482
2MASXJ00584189+1254310,00584189+1254310
2MASXJ01185887+1239460,01185887+1239460
2MASXJ01215211+1238295,01215211+1238295
2MASXJ01284813+1221287,01284813+1221287
2MASXJ01300650+1228067,01300650+1228067
2MASXJ02000899+1239217,02000899+1239217
2MASXJ02310658+1241297,02310658+1241297
2MASXJ02392382+1240498,02392382+1240498
2MASXJ02494395+1254254,02494395+1254254
2MASXJ02500130+1243553,02500130+1243553
2MASXJ03405819+1233461,03405819+1233461
2MASXJ03432662+1221331,03432662+1221331
2MASXJ03450331+1224593,03450331+1224593
2MASXJ04051389+1224129,04051389+1224129
2MASXJ07123662+1232443,07123662+1232443
2MASXJ09060151+1259172,09060151+1259172
2MASXJ10030373+1257003,10030373+1257003
2MASXJ10055718+1206133,10055718+1206133
2MASXJ10223873+1205176,10223873+1205176
2MASXJ10231520+1248545,10231520+1248545
2MASXJ10275481+1211112,10275481+1211112
2MASXJ11010366+1208281,11010366+1208281
2MASXJ11482014+1242594,11482014+1242594
2MASXJ12002918+1245556,12002918+1245556
2MASXJ12355511+1222123,12355511+1222123
2MASXJ13142059+1233094,13142059+1233094
2MASXJ13283583+1203558,13283583+1203558
2MASXJ13292536+1202395,13292536+1202395
2MASXJ13325586+1254331,13325586+1254331
2MASXJ13332307+1235045,13332307+1235045
2MASXJ16021500+1237142,16021500+1237142
2MASXJ16090304+1217046,16090304+1217046
2MASXJ22470131+1214181,470131+1214181
2MASXJ22500347+1230467,500347+1230467
2MASXJ23035299+1254475,3035299+1254475
2MASXJ23202299+1208481,3202299+1208481
2MASXJ00540812+1110566,00540812+1110566
2MASXJ01052732+1156277,01052732+1156277
2MASXJ02021779+1143151,02021779+1143151
2MASXJ02201460+1125528,02201460+1125528
2MASXJ02383246+1116505,02383246+1116505
2MASXJ03410728+1145217,03410728+1145217
2MASXJ03474763+1110004,03474763+1110004
2MASXJ03485061+1116263,03485061+1116263
2MASXJ03500530+1114288,03500530+1114288
2MASXJ03510990+1113222,03510990+1113222
2MASXJ08443471+1152312,08443471+1152312
2MASXJ08504525+1148390,08504525+1148390
2MASXJ09110285+1144541,09110285+1144541
2MASXJ09151457+1152013,09151457+1152013
2MASXJ09254983+1158209,09254983+1158209
2MASXJ09453030+1143092,09453030+1143092
2MASXJ09474509+1116343,09474509+1116343
2MASXJ09592412+1111159,09592412+1111159
2MASXJ10020847+1157123,10020847+1157123
2MASXJ10132846+1121541,10132846+1121541
2MASXJ10271056+1101163,10271056+1101163
2MASXJ10273196+1105242,10273196+1105242
2MASXJ10300084+1108193,10300084+1108193
2MASXJ11142900+1108472,11142900+1108472
2MASXJ11163195+1150449,11163195+1150449
2MASXJ12184561+1153345,12184561+1153345
2MASXJ13115566+1120419,13115566+1120419
2MASXJ13122140+1140233,13122140+1140233
2MASXJ13350141+1138409,13350141+1138409
2MASXJ14044947+1123438,14044947+1123438
2MASXJ14075843+1132471,14075843+1132471
2MASXJ14412228+1150225,14412228+1150225
2MASXJ14470085+1145358,14470085+1145358
2MASXJ14471007+1120433,14471007+1120433
2MASXJ15024014+1154042,15024014+1154042
2MASXJ15362833+1128326,15362833+1128326
2MASXJ16050543+1156598,16050543+1156598
2MASXJ16075967+1134518,16075967+1134518
2MASXJ22023913+1128024,023913+1128024
2MASXJ22283597+1127502,83597+1127502
2MASXJ23073417+1154368,3073417+1154368
2MASXJ23181259+1135547,3181259+1135547
2MASXJ23210861+1137014,3210861+1137014
2MASXJ23232649+1101045,3232649+1101045
2MASXJ23234792+1119278,3234792+1119278
2MASXJ23524987+1157402,3524987+1157402
2MASXJ00033586+1036138,00033586+1036138
2MASXJ00035635+1052347,00035635+1052347
2MASXJ00115736+1007289,00115736+1007289
2MASXJ01095887+1018485,01095887+1018485
2MASXJ01231657+1006439,01231657+1006439
2MASXJ01251334+1013126,01251334+1013126
2MASXJ01270943+1041136,01270943+1041136
2MASXJ02572228+1019301,02572228+1019301
2MASXJ03391208+1019071,03391208+1019071
2MASXJ03501454+1050358,03501454+1050358
2MASXJ08424512+1017152,08424512+1017152
2MASXJ09541201+1030114,09541201+1030114
2MASXJ09541682+1034574,09541682+1034574
2MASXJ09542961+1035298,09542961+1035298
2MASXJ10035544+1053005,10035544+1053005
2MASXJ10114364+1034204,10114364+1034204
2MASXJ10182922+1000491,10182922+1000491
2MASXJ10230377+1054458,10230377+1054458
2MASXJ10232540+1036564,10232540+1036564
2MASXJ10254634+1020035,10254634+1020035
2MASXJ10390938+1031493,10390938+1031493
2MASXJ10563372+1003504,10563372+1003504
2MASXJ11005860+1036157,11005860+1036157
2MASXJ11012482+1017384,11012482+1017384
2MASXJ11103717+1003019,11103717+1003019
2MASXJ12061906+1054103,12061906+1054103
2MASXJ12100038+1036294,12100038+1036294
2MASXJ12464360+1038116,12464360+1038116
2MASXJ14171192+1036424,14171192+1036424
2MASXJ14200010+1018122,14200010+1018122
2MASXJ14473553+1035149,14473553+1035149
2MASXJ14473640+1044479,14473640+1044479
2MASXJ14501890+1019482,14501890+1019482
2MASXJ15043704+1026278,15043704+1026278
2MASXJ17584300+1001086,17584300+1001086
2MASXJ21214887+1039222,1214887+1039222
2MASXJ22580688+1038140,580688+1038140
2MASXJ23131510+1042267,3131510+1042267
2MASXJ23142969+1037491,3142969+1037491
2MASXJ23144567+1017201,3144567+1017201
2MASXJ23221210+1019492,3221210+1019492
2MASXJ23222105+1022072,3222105+1022072
2MASXJ23235904+1011598,3235904+1011598
2MASXJ23301308+1032365,3301308+1032365
2MASXJ00382939+2930404,00382939+2930404
2MASXJ00460086+2957340,00460086+2957340
2MASXJ00480229+2957267,00480229+2957267
2MASXJ01384603+2938135,01384603+2938135
2MASXJ01445374+2900404,01445374+2900404
2MASXJ01452967+2951120,01452967+2951120
2MASXJ02095460+2930417,02095460+2930417
2MASXJ02193437+2945439,02193437+2945439
2MASXJ02480717+2928061,02480717+2928061
2MASXJ08363818+2934009,08363818+2934009
2MASXJ08502764+2906040,08502764+2906040
2MASXJ08594416+2954082,08594416+2954082
2MASXJ09031978+2907470,09031978+2907470
2MASXJ09062314+2955485,09062314+2955485
2MASXJ09112976+2918389,09112976+2918389
2MASXJ09124530+2925177,09124530+2925177
2MASXJ09240140+2907252,09240140+2907252
2MASXJ09322299+2900250,09322299+2900250
2MASXJ10130493+2933532,10130493+2933532
2MASXJ10151115+2927461,10151115+2927461
2MASXJ10160869+2934087,10160869+2934087
2MASXJ10170818+2913410,10170818+2913410
2MASXJ10502412+2948216,10502412+2948216
2MASXJ10563139+2932509,10563139+2932509
2MASXJ10593142+2952143,10593142+2952143
2MASXJ11022145+2939333,11022145+2939333
2MASXJ11162564+2916126,11162564+2916126
2MASXJ11162748+2911316,11162748+2911316
2MASXJ11170186+2905569,11170186+2905569
2MASXJ11173714+2929447,11173714+2929447
2MASXJ11174428+2936256,11174428+2936256
2MASXJ11191407+2947560,11191407+2947560
2MASXJ11242655+2952008,11242655+2952008
2MASXJ11514462+2916398,11514462+2916398
2MASXJ11572401+2955376,11572401+2955376
2MASXJ12551088+2934419,12551088+2934419
2MASXJ12561853+2948280,12561853+2948280
2MASXJ12562023+2918000,12562023+2918000
2MASXJ12574705+2908584,12574705+2908584
2MASXJ12582691+2936447,12582691+2936447
2MASXJ13000654+2927452,13000654+2927452
2MASXJ13041795+2901462,13041795+2901462
2MASXJ13045839+2907204,13045839+2907204
2MASXJ13055961+2916437,13055961+2916437
2MASXJ13062144+2910121,13062144+2910121
2MASXJ13110159+2938120,13110159+2938120
2MASXJ13421137+2953442,13421137+2953442
2MASXJ13505802+2926124,13505802+2926124
2MASXJ14243356+2935414,14243356+2935414
2MASXJ14243624+2936284,14243624+2936284
2MASXJ14250112+2950478,14250112+2950478
2MASXJ14504148+2947050,14504148+2947050
2MASXJ14525428+2937129,14525428+2937129
2MASXJ16073693+2918263,16073693+2918263
2MASXJ16122183+2952487,16122183+2952487
2MASXJ17145830+2910167,17145830+2910167
2MASXJ22521804+2954014,521804+2954014
2MASXJ23065150+2959395,3065150+2959395
2MASXJ00041296+2821276,00041296+2821276
2MASXJ00065493+2800524,00065493+2800524
2MASXJ00101299+2815504,00101299+2815504
2MASXJ00141347+2852391,00141347+2852391
2MASXJ00370456+2854074,00370456+2854074
2MASXJ00445993+2828085,00445993+2828085
2MASXJ00495068+2838571,00495068+2838571
2MASXJ01243125+2823112,01243125+2823112
2MASXJ01424649+2843496,01424649+2843496
2MASXJ01441463+2842215,01441463+2842215
2MASXJ01550295+2816580,01550295+2816580
2MASXJ02145373+2824480,02145373+2824480
2MASXJ02171322+2814079,02171322+2814079
2MASXJ02305835+2837414,02305835+2837414
2MASXJ08243843+2849160,08243843+2849160
2MASXJ08364660+2839558,08364660+2839558
2MASXJ08374897+2815326,08374897+2815326
2MASXJ08464916+2810165,08464916+2810165
2MASXJ09082304+2816076,09082304+2816076
2MASXJ09083000+2809426,09083000+2809426
2MASXJ09083348+2807476,09083348+2807476
2MASXJ09094408+2832476,09094408+2832476
2MASXJ09151837+2818549,09151837+2818549
2MASXJ09174043+2812378,09174043+2812378
2MASXJ09201881+2810523,09201881+2810523
2MASXJ09394948+2854378,09394948+2854378
2MASXJ10131991+2859252,10131991+2859252
2MASXJ10555585+2840455,10555585+2840455
2MASXJ11095031+2858169,11095031+2858169
2MASXJ11101374+2820091,11101374+2820091
2MASXJ11105865+2840384,11105865+2840384
2MASXJ11105941+2844424,11105941+2844424
2MASXJ11130171+2845012,11130171+2845012
2MASXJ11132666+2857102,11132666+2857102
2MASXJ11142911+2837281,11142911+2837281
2MASXJ11144435+2834250,11144435+2834250
2MASXJ11212861+2814300,11212861+2814300
2MASXJ11343934+2837110,11343934+2837110
2MASXJ11495075+2815003,11495075+2815003
2MASXJ12063392+2808372,12063392+2808372
2MASXJ12063981+2801324,12063981+2801324
2MASXJ12142613+2803314,12142613+2803314
